kod;cena za l kartonovy;supplierId;typeid;popis;balenie;kategoria
187966;6.36;4;6;NEVASTANE XMF 1;50K TOT C;
188474;6.36;4;6;NEVASTANE XMF 2;16K TOT C;
187567;6.37;4;6;BIOPRESLIA HT 68;208L TOT C;
110515;6.37;4;6;CARTER SY 320;20L TOT C;
199421;6.37;4;6;CERAN XM 220 MOLY;18K TOT C;
195079;6.38;4;6;COPAL OGL 1;180K TOT C;
112724;6.38;4;6;CORTIS SHT 200;1000L TOT W;
160818;6.39;4;6;CALORIS MS 23;24T04K TOT C1;
156088;6.41;4;6;COPAL OGL 0;18K TOT C;
112538;6.43;4;6;CARTER SH 320;208L TOT C;
188808;6.46;4;6;NEVASTANE HD2T;50K+L TOT C;
175069;6.48;4;6;CARTER SH 320;1000L TOT W;
112718;6.49;4;6;CARTER SH 220;20L TOT C;
201089;6.50;4;6;MULTIS COMPLEX SHD 2;17kg ;
199636;6.52;4;6;CARTER SG 460;20L TOT C;
156083;6.52;4;6;COPAL OGL 2;180K TOT C;
120658;6.52;4;6;DACNIS SE 100;208L TOT C;
121890;6.54;4;6;DACNIS SE 68;208L TOT C;
205916;6.54;4;6;GRAFOLOG H 0+;50K TLG C;
187967;6.57;4;6;NEVASTANE XMF 1;16K TOT C;
130372;6.59;4;6;STATERMA SP 2;170K TOT C;
140189;6.66;4;6;ALTIS EM 2;50K TOT C;
148053;6.67;4;6;FINASOL MF;4B2LM TOT C;
120616;6.68;4;6;CARTER SH 460;208L TOT C;
110525;6.70;4;6;CORTIS SHT 200;20L TOT C;
178482;6.73;4;6;CARTER SH 460;1000L TOT W;
188226;6.73;4;6;NEVASTANE XMF 0;180K TO T C;
112373;6.74;4;6;CARTER SY 460;208L TOT C;
156084;6.75;4;6;COPAL OGL 2;50K TOT C;
112539;6.77;4;6;CARTER SH 320;20L TOT C;
206636;6.77;4;6;CARTER WT 320;1000L TOT W;
110516;6.80;4;6;CARTER SY 460;20L TOT C;
206098;6.82;4;6;CARTER WT 320;208L TOT C;
112605;6.82;4;6;DACNIS SE 46;208L TOT C;
201128;6.82;4;6;MULTIS COMPLEX SHD 32;17K TOT C;
178858;6.87;4;6;BIOHYDRAN SE 68;208L TOT C2;
120659;6.87;4;6;DACNIS SE 100;20L TOT C;
188250;6.87;4;6;NEVASTANE XMF 00;50K+L TOT C;
140190;6.88;4;6;ALTIS EM 2;18K TOT C;
161388;6.89;4;6;COPAL MS 2;12C1K TOT C;
112633;6.89;4;6;DACNIS SE 68;20L TOT C;
140191;6.94;4;6;ALTIS MV 2;180K TOT C;
205810;6.94;4;6;GRAFOLOG H 2200;180K TLG C;
148310;6.94;4;6;MULTIS COMPLEX SHD 2;50K TOT C;
188227;6.95;4;6;NEVASTANE XMF 0;50K TOT C;
187972;6.99;4;6;SPECIS CU;180K TOT C;
131684;60.79;4;6;STATERMELF EP 2;50K TOT C;
188580;7.00;4;6;CERAN XS 80;180K TOT C;
189259;7.01;4;6;SERADE WQ MINUS;5L TOT C;
112550;7.02;4;6;CARTER SH 460;20L TOT C;
140201;7.04;4;6;ALTIS MV 2;50K TOT C;
158904;7.07;4;6;CARTER BIO 150;208L TOT C;
205811;7.08;4;6;GRAFOLOG H 2200;50K TLG C;
160830;7.10;4;6;ALTIS EM 2;24T04K TOT C1;
124680;7.10;4;6;SPECIS CU;18K TOT C;
216695;7.12;4;6;NEVASTANE MP 1.5;24T04K TOT C;
190484;7.14;4;6;NEVASTANE SH 32;208L TOT C;
140056;7.15;4;6;MULTIS EP 2 (SPRAY);12S04L TOT C;
206099;7.16;4;6;CARTER WT 320;20L TOT C;
112609;7.16;4;6;DACNIS SE 46;20L TOT C;
188228;7.17;4;6;NEVASTANE XMF 0;16K TOT C;
188518;7.18;4;6;CERAN XS 320;180kg ;
188581;7.22;4;6;CERAN XS 80;50K TOT C;
183177;7.25;4;6;CARTER BIO 68;208L TOT C;
140202;7.26;4;6;ALTIS SH 2;180K TOT C;
157634;7.29;4;6;MULTIS COMPLEX SHD 32;170K TOT C;
161709;7.32;4;6;CERAN ST 2;24T042K TOT C;
186781;7.33;4;6;NEVASTANE XMF 2;50K ;
158905;7.39;4;6;CARTER BIO 150;20L TOT C;
190595;7.39;4;6;NEVASTANE XSH 220;208L TOT C;
188519;7.40;4;6;CERAN XS 320;50kg ;
205805;7.43;4;6;GRAFOLOG M FLUID;180K TLG C;
198151;7.45;4;6;MISOLA MAP SH 150;208L TOT C;
188475;7.45;4;6;NEVASTANE XMF 2;2X12T03 TOT C;
160821;7.48;4;6;ALTIS MV 2;24T04K TOT C2;
140205;7.48;4;6;ALTIS SH 2;50K TOT C;
190483;7.48;4;6;NEVASTANE SH 32;20L TOT C;
160748;7.48;4;6;SPECIS CU;12C1K TOT C1;
190490;7.50;4;6;NEVASTANE XS 320;180K+L TOT C;
190494;7.50;4;6;NEVASTANE XS 80;180K+L TOT C;
183440;7.51;4;6;CARTER BIO 100;208L TOT C;
157603;7.52;4;6;MULTIS XLT2;18K TOT C;
188590;7.53;4;6;CERAN XS 320;18kg ;
203230;7.56;4;6;NEVASTANE XS 220;180K+L TOT C;
188582;7.57;4;6;CERAN XS 80;18K TOT C;
190487;7.58;4;6;NEVASTANE SH 46;208L TOT C;
183178;7.59;4;6;CARTER BIO 68;20L TOT C;
112607;7.64;4;6;PLANETELF ACD 68;208L TOT C;
205806;7.65;4;6;GRAFOLOG M FLUID;50K TLG C;
203581;7.67;4;6;NEVASTANE XS 220;16K TOT C;
198153;7.68;4;6;MISOLA MAP SH 220;1000L TOT W;
140203;7.70;4;6;ALTIS SH 2;18K TOT C;
190541;7.71;4;6;NEVASTANE SH 68;208L TOT C;
198154;7.72;4;6;MISOLA MAP SH 220;208L TOT C;
203231;7.72;4;6;NEVASTANE XS 220;50K+L TOT C;
190491;7.72;4;6;NEVASTANE XS 320;50K+L TOT C;
190495;7.72;4;6;NEVASTANE XS 80;50K+L TOT C;
200739;7.74;4;6;LICAL MS 2;24T04K TOT C;
160834;7.76;4;6;MULTIS COMPLEX SHD 2;24T04K TOT C1;
158921;7.83;4;6;CARTER BIO 220;208L TOT C;
190540;7.83;4;6;NEVASTANE SH 68;20L TOT C;
133257;7.84;4;6;MARTOL FMO 75 CF;208L TOT C;
183441;7.85;4;6;CARTER BIO 100;20L TOT C;
157531;7.86;4;6;CARTER SY 680;20L TOT C;
159184;7.86;4;6;MARTOL FMO 75 CF;1000L TOT W1;
188254;7.87;4;6;CERAN XS 40 MOLY;180K TOT C;
183717;7.90;4;6;CERAN XM 100;24T04K TOT C;
160761;7.91;4;6;CARTER BIO 320;208L TOT C;
160827;7.92;4;6;AXA GR 1;24T04K TOT C1;
190486;7.93;4;6;NEVASTANE SH 46;20L TOT C;
190492;7.94;4;6;NEVASTANE XS 320;16K TOT C;
190496;7.94;4;6;NEVASTANE XS 80;16K TOT C;
206066;7.99;4;6;GRAFOLOG H 10 K;180K TLG C;
174547;7.99;4;6;NEVASTANE HD2T;2X12T04 TOT C;
134023;7.99;4;6;NEVASTANE SY 220;25K TOT C;
134024;7.99;4;6;NEVASTANE SY 320;25K TOT C;
134026;7.99;4;6;NEVASTANE SY 460;25K TOT C;
112624;8.04;4;6;PLANETELF ACD 68;20L TOT C;
156216;8.05;4;6;CARTER SH 680;208L TO T C;
198155;8.05;4;6;MISOLA MAP SH 320;208L TOT C;
178853;8.06;4;6;BIOHYDRAN SE 32;20L TOT C1;
179304;8.09;4;6;CERAN XM 220;24T042K TOT C;
210040;8.09;4;6;CERAN XM 320;24T042K TOT C;
182240;8.09;4;6;CERAN XM 460;24T042K TOT C;
189321;8.09;4;6;SERADE WQ BUFFER;5L TOT C;
188253;8.10;4;6;CERAN XS 40 MOLY;50K TOT C;
199641;8.15;4;6;CARTER SG 680;208L TOT C;
196691;8.16;4;6;INTER TPX 5 (PTFE)(LS);24T04K INR C;
158922;8.17;4;6;CARTER BIO 220;20L TOT C;
206067;8.21;4;6;GRAFOLOG H 10 K;50K TLG C;
188291;8.22;4;6;CERAN XS 40 MOLY;18K TOT C;
120615;8.23;4;6;CARTER SH 1000;208L TOT C;
190544;8.23;4;6;NEVASTANE SH 100;208L TOT C;
160762;8.25;4;6;CARTER BIO 320;20L TOT C;
190640;8.27;4;6;NEVASTANE XSH 460;208L TOT C;
182838;8.29;4;6;BIOMULTIS EP 2;180K TOT C;
112551;8.37;4;6;CARTER SH 680;20L TOT C;
180224;8.37;4;6;UREAGREASE 500 SYN;180K NEU C;
198157;8.39;4;6;MISOLA MAP SH 460;208L TOT C;
190543;8.45;4;6;NEVASTANE SH 100;20L TOT C;
199642;8.49;4;6;CARTER SG 680;20L TOT C;
190639;8.49;4;6;NEVASTANE XSH 460;20L TOT C;
218541;8.49;4;6;PLANETELF PAG K 40;20L TOT C KR;
206436;8.52;4;6;BIO OG+;180K TOT C;
182837;8.53;4;6;BIOMULTIS EP 2;50K TOT C;
112552;8.54;4;6;CARTER SH 1000;20L TOT C;
180949;8.54;4;6;NEVASTANE CHAIN OIL XT;20L TOT C;
140221;8.54;4;6;PLANETELF ACD 68;4B5L TOT C;
199665;8.58;4;6;CARTER SG 100;208L TOT C;
180921;8.62;4;6;BIOADHESIVE PLUS;18K TOT C;
199181;8.63;4;6;CARTER SG 1000;1000L TOT W;
176872;8.65;4;6;MARSON SY 00;180K TOT C;
199180;8.66;4;6;CARTER SG 1000;208L TOT C;
112610;8.68;4;6;PRESLIA SE JET;208L TOT C;
164855;8.70;4;6;MARTOL FMO 235 CF;208L TOT C;
189339;8.70;4;6;NEVASTANE XSH 320;208L TOT C;
190593;8.74;4;6;NEVASTANE XSH 150;208L TOT C;
181740;8.76;4;6;NEVASTANE CHAIN OIL XT;208L TOT C;
182836;8.79;4;6;BIOMULTIS EP 2;18K TOT C;
189327;8.80;4;6;SERADE ACR NON FERROUS;5L TOT C;
190594;8.81;4;6;NEVASTANE XSH 220;20L TOT C;
160388;8.82;4;6;CARTER BIO 460;208L TOT C;
140196;8.87;4;6;MARSON SY 00;50K TOT C;
170667;8.90;4;6;MULTIS COMPLEX SHD 100;170K TOT C;
199664;8.91;4;6;CARTER SG 100;20L TOT C;
189338;8.92;4;6;NEVASTANE XSH 320;20L TOT C;
203654;8.98;4;6;BIO OG+;18K TOT C;
157453;8.98;4;6;NEVASTANE SDO;10L TOT C;
188476;8.98;4;6;NEVASTANE XMF 2 (LS);24xT037KT OT;
171270;9.04;4;6;CARTER SG 1000;20L TOT C;
190592;9.08;4;6;NEVASTANE XSH 150;20L TOT C;
160389;9.16;4;6;CARTER BIO 460;20L TOT C;
213246;9.25;4;6;NEVASTANE XS 220;24T04K TOT C;
161390;9.28;4;6;MULTIS COMPLEX SHD 220;24T037K TOT C;
203137;9.32;4;6;CORTIS XHT 245;1000L TOT W;
160825;9.34;4;6;ALTIS SH 2;24T04K TOT C1;
161172;9.34;4;6;MULTIS COMPLEX SHD 460;24T037K TOT C;
164578;9.38;4;6;MULTIS COMPLEX SHD 00;170K TOT C;
182499;9.45;4;6;MULTIS COMPLEX SHD 220;170K TOT C;
112630;9.46;4;6;PLANETELF PAG 488;20L TOT C;
187224;9.48;4;6;CORTIS XHT 245;205L TOT C;
165886;9.49;4;6;MULTIS COMPLEX SHD 00;17K TOT C;
161328;9.50;4;6;MULTIS COMPLEX SHD 220;50K TOT C;
140084;9.53;4;6;CARTER ENS/EP 700 AER;4S04L TOT C;
187227;9.53;4;6;CORTIS XHT 320;205L TOT C;
161405;9.57;4;6;MULTIS COMPLEX SHD 460;50K TOT C;
183658;9.63;4;6;CHAINLUB AEROSOL;4S0435K TOT Z;
196616;9.75;4;6;PLANETELF PAG 244 F;20L TOT C;
187226;9.86;4;6;CORTIS XHT 320;20L TOT C;
147980;9.89;4;6;MARSON SY 2;18K TOT C;
187223;9.90;4;6;CORTIS XHT 245;20L TOT C;
187220;9.99;4;6;CORTIS XHT 68;205L TOT C;
182884;9.99;4;6;MULTIS COMPLEX SHD 460;170K TOT C;
